,Reaction,Original Flux,Tissue-specific Flux,Difference
8034,HMR_3953,-1000.0,-1000.0,0.0
8035,HMR_3996,0.0,0.0,0.0
8036,SMOX,0.0,0.0,0.0
8037,CYTDK2,0.0,0.0,0.0
8038,NADS1,0.0,0.0,0.0
8039,NADDP,0.0,0.0,0.0
8040,NADS1n,0.0,0.0,0.0
8041,THRA,0.0,0.0,0.0
8042,HMR_4422,0.0,0.0,0.0
8043,HMR_4702,0.0,0.0,0.0
8044,PPPGO2_1,0.0,0.0,0.0
8045,BILIRED2,0.0,0.0,0.0
8046,HMR_4771,0.0,0.0,0.0
8047,PROAKGOX1,0.0,0.0,0.0
8048,HMR_4777,0.0,0.0,0.0
8049,HMR_4782,0.0,0.0,0.0
8050,HMR_4783,1000.0,1000.0,0.0
8051,HMR_4831,0.0,0.0,0.0
8052,HMR_4955,0.0,0.0,0.0
8053,HDCA6Gte,0.0,0.0,0.0
8054,HYOCHOLabc,0.0,0.0,0.0
8055,HYOCHOLtr,0.0,0.0,0.0
8056,ICDCHOLabc,0.0,0.0,0.0
8057,ICDCHOLt,0.0,0.0,0.0
8058,ISOCHOLabc,0.0,0.0,0.0
8059,ISOCHOLt2,0.0,0.0,0.0
8060,LCA3Gte,0.0,0.0,0.0
8061,LCA3Gtr,0.0,0.0,0.0
8062,LCA3Sabc,0.0,0.0,0.0
8063,M02155tr,0.0,0.0,0.0
8064,TCA3Sabc,0.0,0.0,0.0
8065,THYOCHOLt2,0.0,0.0,0.0
8066,TUDCA3Sabc,0.0,0.0,0.0
8067,3HPVShc,0.0,0.0,0.0
8068,3HPVSthc,0.0,0.0,0.0
8069,3HSMVACIDteb,0.0,0.0,0.0
8070,3ISPVStep,0.0,0.0,0.0
8071,3ISPVSthc,0.0,0.0,0.0
8072,3MEACMPhc,0.0,0.0,0.0
8073,3OHACMPhr,0.0,0.0,0.0
8074,3OHACMPtev,0.0,0.0,0.0
8075,4BHGLZABCt,0.0,0.0,0.0
8076,4HATVACIDOXDhc,0.0,0.0,0.0
8077,4HATVACIDteb,0.0,0.0,0.0
8078,4HATVACIDtep,0.0,0.0,0.0
8079,4HATVACIDthc,0.0,0.0,0.0
8080,4HATVLAChc,0.0,0.0,0.0
8081,4HATVLACteb,0.0,0.0,0.0
8082,4HATVLACtep,0.0,0.0,0.0
8083,4HATVLACthc,0.0,0.0,0.0
8084,4HMDGLUCtev,0.0,0.0,0.0
8085,4OHMDZhr,0.0,0.0,0.0
8086,4OHMDZtev,0.0,0.0,0.0
8087,56DHPVSteb,0.0,0.0,0.0
8088,56EPPVShc,0.0,0.0,0.0
8089,56EPPVSteb,0.0,0.0,0.0
8090,5OHFVSGLUtev,0.0,0.0,0.0
8091,6AHGLZtev,0.0,0.0,0.0
8092,6BHGLZGLCABCt,0.0,0.0,0.0
8093,6BHGLZGLChr,0.0,0.0,0.0
8094,6BHGLZGLCtev,0.0,0.0,0.0
8095,6BHGLZhr,0.0,0.0,0.0
8096,6BHGLZtev,0.0,0.0,0.0
8097,6CSMVhep,0.0,0.0,0.0
8098,6EPSteb,0.0,0.0,0.0
8099,6EPVStep,0.0,0.0,0.0
8100,6EPVSthc,0.0,0.0,0.0
8101,6HMSMVACIDteb,0.0,0.0,0.0
8102,6HSMVACIDteb,0.0,0.0,0.0
8103,6HSMVhep,0.0,0.0,0.0
8104,6MELVACtbc,0.0,0.0,0.0
8105,ATVLAChr,0.0,0.0,0.0
8106,ATVLACtu,0.0,0.0,0.0
8107,Am19CStev,0.0,0.0,0.0
8108,CARIBUP_Sthv,0.0,0.0,0.0
8109,CRGLZtev,0.0,0.0,0.0
8110,CRVS1tev,0.0,0.0,0.0
8111,CRVSATPtu,0.0,0.0,0.0
8112,CRVSM1SPhc,0.0,0.0,0.0
8113,CRVSM1hr,0.0,0.0,0.0
8114,CRVSM1teb,0.0,0.0,0.0
8115,CRVSM23teb,0.0,0.0,0.0
8116,CRVSM24tev,0.0,0.0,0.0
8117,CRVStu,0.0,0.0,0.0
8118,CSASULPhc,0.0,0.0,0.0
8119,CSASULPteb,0.0,0.0,0.0
8120,CSASULPtev,0.0,0.0,0.0
8121,CSAtu,0.0,0.0,0.0
8122,CYSACMPAChc,0.0,0.0,0.0
8123,DESFVShc,0.0,0.0,0.0
8124,DHGLZtev,0.0,0.0,0.0
8125,DSPVShc,203.51516991302142,645.6693857880505,-442.1542158750291
8126,DSPVStev,203.5151699130214,645.6693857880505,-442.1542158750291
8127,EPOXTAChr,0.0,0.0,0.0
8128,EX_12htacr_e,0.0,0.0,0.0
8129,EX_1331tacr_e,0.0,0.0,0.0
8130,EX_14hmdz_e,0.0,0.0,0.0
8131,EX_1531tacr_e,0.0,0.0,0.0
8132,EX_15dmt_e,0.0,0.0,0.0
8133,EX_1hibup__S_e,0.0,0.0,0.0
8134,EX_1hmdgluc_e,0.0,0.0,0.0
8135,EX_1ohmdz_e,0.0,0.0,0.0
8136,EX_2hatvacid_e,0.0,0.0,0.0
8137,EX_2hatvlac_e,0.0,0.0,0.0
8138,EX_2hatvlacgluc_e,0.0,0.0,0.0
8139,EX_2hibup__R_e,0.0,0.0,0.0
8140,EX_2hibup__S_e,0.0,0.0,0.0
8141,EX_35dhpvs_e,0.0,0.0,0.0
8142,EX_3hibup__S_e,0.0,0.0,0.0
8143,EX_3hibupglu__S_e,0.0,0.0,0.0
8144,EX_lstnm4_e,0.0,0.0,0.0
8145,EX_lstnm5_e,0.0,0.0,0.0
8146,EX_lstnm7_e,0.0,0.0,0.0
8147,HMR_4964,0.0,0.0,0.0
8148,HMR_5249,0.0,0.0,0.0
8149,HMR_5409,0.0,0.0,0.0
8150,FE2utm,0.0,0.0,0.0
8151,HMR_6359,0.0,0.0,0.0
8152,HMR_6363,0.0,0.0,0.0
8153,HMR_6364,0.0,0.0,0.0
8154,HMR_6397,0.0,0.0,0.0
8155,FADRx2,0.0,0.0,0.0
8156,CLHCOtex,0.0,0.0,0.0
8157,HMR_6550,0.0,0.0,0.0
8158,MITKP,0.0,0.0,0.0
8159,ITKPK,0.0,0.0,0.0
8160,MI3PS,0.0,0.0,0.0
8161,HMR_6595,0.0,0.0,0.0
8162,HMR_6611,-1000.0,-1000.0,0.0
8163,HMR_6617,999.9999999999998,999.9999999999998,0.0
8164,HMR_6619,-999.9999999999998,-999.9999999999998,0.0
8165,HMR_8761,0.0,0.0,0.0
8166,HMR_8776,0.0,0.0,0.0
8167,HMR_9019,0.0,0.0,0.0
8168,HMR_9174,0.0,0.0,0.0
8169,HMR_9177,0.0,0.0,0.0
8170,HMR_9178,0.0,0.0,0.0
8171,HMR_9179,0.0,0.0,0.0
8172,HMR_9185,0.0,0.0,0.0
8173,HMR_9191,0.0,0.0,0.0
8174,HMR_9583,0.0,0.0,0.0
8175,HMR_9584,0.0,0.0,0.0
8176,HMR_9602,0.0,0.0,0.0
8177,HMR_9603,0.0,0.0,0.0
8178,HMR_9613,0.0,0.0,0.0
8179,HMR_9615,0.0,0.0,0.0
8180,HMR_9621,0.0,0.0,0.0
8181,HMR_9627,0.0,0.0,0.0
8182,HMR_9629,0.0,0.0,0.0
8183,HMR_9630,0.0,0.0,0.0
8184,HMR_9634,0.0,0.0,0.0
8185,HMR_9639,0.0,-4.3152959160647367e-13,4.3152959160647367e-13
8186,HMR_9652,0.0,0.0,0.0
8187,HMR_9657,0.0,0.0,0.0
8188,HMR_9658,0.0,0.0,0.0
8189,HMR_9662,0.0,0.0,0.0
8190,DM_hdca6g_c,0.0,0.0,0.0
8191,DM_hyochol_c,0.0,0.0,0.0
8192,DM_isochol_c,0.0,0.0,0.0
8193,DM_lca3s_c,0.0,0.0,0.0
8194,DM_tca3s_c,0.0,0.0,0.0
8195,DM_tdca3s_c,0.0,0.0,0.0
8196,DM_tudca3s_c,0.0,0.0,0.0
8197,EX_3dhcdchol_e,0.0,0.0,0.0
8198,EX_3dhdchol_e,0.0,0.0,0.0
8199,EX_7dhchol_e,0.0,0.0,0.0
8200,EX_cdca3g_e,0.0,0.0,0.0
8201,EX_dca24g_e,0.0,0.0,0.0
8202,EX_dca3g_e,0.0,0.0,0.0
8203,EX_gca3s_e,0.0,0.0,0.0
8204,EX_gcdca3s_e,0.0,0.0,0.0
8205,EX_gdca3s_e,0.0,0.0,0.0
8206,EX_gudca3s_e,0.0,0.0,0.0
8207,EX_hca24g_e,0.0,0.0,0.0
8208,EX_hca6g_e,0.0,0.0,0.0
8209,EX_hyochol_e,0.0,0.0,0.0
8210,EX_isochol_e,0.0,0.0,0.0
8211,EX_lca24g_e,0.0,0.0,0.0
8212,EX_lca3s_e,0.0,0.0,0.0
8213,EX_tcdca3s_e,0.0,0.0,0.0
8214,EX_uchol_e,0.0,0.0,0.0
8215,EX_udca3s_e,0.0,0.0,0.0
8216,GCA3Sabc,0.0,0.0,0.0
8217,GDCA3Sabc,0.0,0.0,0.0
8218,GUDCA3Sabc,0.0,0.0,0.0
8219,HCA24Gte,0.0,0.0,0.0
8220,UCHOLt2,0.0,0.0,0.0
8221,UDCHOLt2,0.0,0.0,0.0
8222,12HTACRhr,0.0,0.0,0.0
8223,12HTACRtu,0.0,0.0,0.0
8224,1331TACRtev,0.0,0.0,0.0
8225,14MDZtev,0.0,0.0,0.0
8226,1513TACRtep,0.0,0.0,0.0
8227,1531TACRhr,0.0,0.0,0.0
8228,1531TACRteb,0.0,0.0,0.0
8229,15DMTtep,0.0,0.0,0.0
8230,1HIBUPGLUC_Sthv,0.0,0.0,0.0
8231,1HMDZGLUChc,0.0,0.0,0.0
8232,1OHMDZhr,0.0,0.0,0.0
8233,1OHMDZtep,0.0,0.0,0.0
8234,2HATVLAChc,0.0,0.0,0.0
8235,2HATVACIDGLUCteb,0.0,0.0,0.0
8236,2HATVACIDhc,0.0,0.0,0.0
8237,2HATVACIDteb,0.0,0.0,0.0
8238,2HATVACIDtep,0.0,0.0,0.0
8239,2HATVLACteb,0.0,0.0,0.0
8240,2HATVLACtep,0.0,0.0,0.0
8241,2HIBUP_Rthv,0.0,0.0,0.0
8242,2HIBUP_Sthv,0.0,0.0,0.0
8243,35DSMVhep,0.0,0.0,0.0
8244,35DSMVteb,0.0,0.0,0.0
8245,3HLVSTAChep,0.0,0.0,0.0
8246,3HPVSTETCOAhcm,0.0,0.0,0.0
8247,3HPVSTETCOAhcx,0.0,0.0,0.0
8248,6MSMVhep,0.0,0.0,0.0
8249,6OHFVSGLUhc,0.0,0.0,0.0
8250,6OHFVSteb,0.0,0.0,0.0
8251,7AHGLZABCt,0.0,0.0,0.0
8252,7AHGLZhr,0.0,0.0,0.0
8253,7BHGLZhr,0.0,0.0,0.0
8254,7BHGLZtev,0.0,0.0,0.0
8255,7HPVShc,0.0,0.0,0.0
8256,ACMPGLUTtep,0.0,0.0,0.0
8257,ACMPGLUtep,0.0,0.0,0.0
8258,ACMPShc,0.0,0.0,0.0
8259,ACMPdt,0.0,0.0,0.0
8260,ACMPthc,0.0,0.0,0.0
8261,EX_mdz_e,0.0,0.0,0.0
8262,EX_mdzglc_e,0.0,0.0,0.0
8263,EX_mhglz_e,0.0,0.0,0.0
8264,EX_ndersv_e,0.0,0.0,0.0
8265,EX_nfd_e,0.0,0.0,0.0
8266,EX_nfdlac_e,0.0,0.0,0.0
8267,EX_nfdnpy_e,0.0,0.0,0.0
8268,EX_nfdoh_e,0.0,0.0,0.0
8269,EX_oxy1rb_e,0.0,0.0,0.0
8270,EX_oxy7rb_e,0.0,0.0,0.0
8271,EX_profvs_e,0.0,0.0,0.0
8272,EX_ptvst_e,0.0,0.0,0.0
8273,EX_ptvstlac_e,0.0,0.0,0.0
8274,EX_rsv_e,0.0,0.0,0.0
8275,EX_rsvlac_e,0.0,0.0,0.0
8276,EX_s3meacmp_e,0.0,0.0,0.0
8277,EX_stacmp_e,0.0,0.0,0.0
8278,EX_tauribup__S_e,0.0,0.0,0.0
8279,EX_tlacfvs_e,0.0,0.0,0.0
8280,EX_tmdm5_e,0.0,0.0,0.0
8281,EX_tsacmgluc_e,0.0,0.0,0.0
8282,EX_tsacmsul_e,0.0,0.0,0.0
8283,FVSteb,0.0,0.0,0.0
8284,FVStu,1000.0,0.0,1000.0
8285,GLC3MEACPtev,0.0,0.0,0.0
8286,GLZtd,0.0,0.0,0.0
8287,IBUPGLUCtchep,0.0,0.0,0.0
8288,IBUPGLUCtpvb,0.0,0.0,0.0
8289,IBUP_RASCL1hep,0.0,0.0,0.0
8290,IBUP_RCYP3hep,0.0,0.0,0.0
8291,IBUP_Rshep,0.0,0.0,0.0
8292,IBUP_Rtdhep,0.0,0.0,0.0
8293,IBUP_SACOT2,0.0,0.0,0.0
8294,IBUP_SCYP3hep,0.0,0.0,0.0
8295,IBUP_Stdhep,0.0,0.0,0.0
8296,IBUP_Stdu,0.0,0.0,0.0
8297,RSVGLUChc,0.0,0.0,0.0
8298,RSVLACteb,0.0,0.0,0.0
8299,RSVtev,0.0,0.0,0.0
8300,SMVACIDATPteb,0.0,0.0,0.0
8301,SMVACIDtev,0.0,0.0,0.0
8302,SMVGLUCLAChep,0.0,0.0,0.0
8303,SMVHYDROhep,0.0,0.0,0.0
8304,STACMPhc,0.0,0.0,0.0
8305,STACMPtev,0.0,0.0,0.0
8306,TACRDtsc,0.0,0.0,0.0
8307,TACRtu,0.0,0.0,0.0
8308,TAURIBUP_Sthv,0.0,0.0,0.0
8309,THRFVShc,0.0,0.0,0.0
8310,THSACMPhr,0.0,0.0,0.0
8311,TLACFVShc,0.0,0.0,0.0
8312,TMDM3hr,0.0,0.0,0.0
8313,TMDM5hr,0.0,0.0,0.0
8314,TMDOATPtsc,0.0,0.0,0.0
8315,TRIPVStev,0.0,0.0,0.0
8316,TSACMGLUChr,0.0,0.0,0.0
8317,TSACMSULhc,0.0,0.0,0.0
8318,TSACMSULtev,0.0,0.0,0.0
8319,12HTACRitr,0.0,0.0,0.0
8320,14HMDZitr,0.0,0.0,0.0
8321,1513TACRitr,0.0,0.0,0.0
8322,1531TACRitr,0.0,0.0,0.0
8323,1HIBUPGLUitr,0.0,0.0,0.0
8324,1HMDGLUCitr,0.0,0.0,0.0
8325,2HATVACIDGLUCitr,0.0,0.0,0.0
8326,2HATVLACGLUCitr,0.0,0.0,0.0
8327,2HIBUP_Ritr,0.0,0.0,0.0
8328,35DHPVSitr,0.0,0.0,0.0
8329,35DSMVitr,0.0,0.0,0.0
8330,3HIBUP_Ritr,0.0,0.0,0.0
8331,3HLVSTitr,0.0,0.0,0.0
8332,3HPVSCOAitm,0.0,0.0,0.0
8333,3HPVSCOAitx,0.0,0.0,0.0
8334,3HSMVitr,0.0,0.0,0.0
8335,4BHGLZitr,0.0,0.0,0.0
8336,4HATVLACitr,0.0,0.0,0.0
8337,4HMDGLUCitr,0.0,0.0,0.0
8338,56DHPVSitr,0.0,0.0,0.0
8339,5OHFVSitr,0.0,0.0,0.0
8340,EX_rbl__D_e,0.0,0.0,0.0
8341,EX_M01966_e,625.0355734753462,596.1219704672902,28.91360300805593
8342,EX_M02155_e,0.0,0.0,0.0
8343,EX_M01989_e,0.0,0.0,0.0
8344,EX_M01881_e,0.0,0.0,0.0
8345,EX_M03131_e,0.0,0.0,0.0
8346,EX_n5m2masn_e,0.0,0.0,0.0
8347,EX_hretn_e,0.0,0.0,0.0
8348,SK_ile__L_c,0.0,0.0,0.0
8349,SK_leu__L_c,-1000.0,0.0,-1000.0
8350,SK_met__L_c,0.0,0.0,0.0
8351,SK_phe__L_c,0.0,0.0,0.0
8352,SK_trp__L_c,-9.42928853766005,-9.42928853766005,0.0
8353,SK_asp__L_c,0.0,0.0,0.0
8354,SK_cys__L_c,0.0,0.0,0.0
8355,SK_gln__L_c,0.0,0.0,0.0
8356,SK_glu__L_c,-1000.0,-1000.0,0.0
8357,SK_ser__L_c,0.0,0.0,0.0
8358,SK_gly_c,618.1159401728826,0.0,618.1159401728826
8359,SK_4abut_l,0.0,0.0,0.0
8360,DM_CE1261_c,0.0,0.0,0.0
8361,DM_4glu56dihdind_c,0.0,0.0,0.0
8362,DM_5cysdopa_c,0.0,0.0,0.0
8363,DM_dopa_c,0.0,0.0,0.0
8364,DM_ach_c,0.0,0.0,0.0
8365,DM_hista_c,0.0,0.0,0.0
8366,DM_kynate_c,0.0,350.3346002815198,-350.3346002815198
8367,DM_cbl2_m,0.0,0.0,0.0
8368,DM_1a2425thvitd2_m,0.0,0.0,0.0
8369,DM_btn_m,0.0,0.0,0.0
8370,DM_btn_n,0.0,0.0,0.0
8371,DCMPtm,571.5353499904672,571.5353499904661,1.1368683772161603e-12
8372,DM_protein_c,0.0,0.0,0.0
8373,CYOR_u10mi,0.0,0.0,0.0
8374,Htmi,0.0,0.0,0.0
8375,NADH2_u10mi,0.0,0.0,0.0
8376,ALLOP1tu,0.0,0.0,0.0
8377,ALLOPOXDhep,0.0,0.0,0.0
8378,ALLOPtepvb,0.0,0.0,0.0
8379,AM19CSALThr,0.0,0.0,0.0
8380,AM1A4NCShc,0.0,0.0,0.0
8381,AM1ACCShr,0.0,0.0,0.0
8382,AM1ACStep,0.0,0.0,0.0
8383,AM1CCStev,0.0,0.0,0.0
8384,AM1CGLCteb,0.0,0.0,0.0
8385,AM1CSAhr,0.0,0.0,0.0
8386,AM4N9CShr,0.0,0.0,0.0
8387,AM9CSAhr,0.0,0.0,0.0
8388,AM9CSAteb,0.0,0.0,0.0
8389,AM9CSAtep,0.0,0.0,0.0
8390,ATVACIDMCTtu,999.9999999999998,0.0,999.9999999999998
8391,ATVACIDhc,0.0,0.0,0.0
8392,ATVACIDhr,0.0,0.0,0.0
8393,ATVLACThc,0.0,0.0,0.0
8394,ATVLACh2r,0.0,0.0,0.0
8395,EX_3hpvstet_e,0.0,0.0,0.0
8396,EX_3hsmvacid_e,0.0,0.0,0.0
8397,EX_3ispvs_e,0.0,0.0,0.0
8398,EX_4bhglz_e,0.0,0.0,0.0
8399,EX_4hatvlac_e,0.0,0.0,0.0
8400,EX_4ohmdz_e,0.0,0.0,0.0
8401,EX_56eppvs_e,0.0,0.0,0.0
8402,EX_5ohfvsglu_e,0.0,0.0,0.0
8403,EX_6ahglz_e,0.0,0.0,0.0
8404,EX_6bhglz_e,0.0,0.0,0.0
8405,EX_6bhglzglc_e,0.0,0.0,0.0
8406,EX_6csmvacid_e,0.0,0.0,0.0
8407,EX_6hlvst_e,0.0,0.0,0.0
8408,EX_6hsmvacid_e,0.0,0.0,0.0
8409,EX_6melvacid_e,0.0,0.0,0.0
8410,EX_6melvst_e,0.0,0.0,0.0
8411,EX_6ohfvsglu_e,0.0,0.0,0.0
8412,EX_7bhglzglc_e,0.0,0.0,0.0
8413,EX_acmp_e,0.0,0.0,0.0
8414,EX_acmpglu_e,0.0,0.0,0.0
8415,EX_allop_e,0.0,0.0,0.0
8416,EX_am1a4ncs_e,0.0,0.0,0.0
8417,EX_am1accs_e,0.0,0.0,0.0
8418,EX_am1acs_e,0.0,0.0,0.0
8419,EX_am1c9cs_e,0.0,0.0,0.0
8420,EX_am1ccs_e,0.0,0.0,0.0
8421,EX_am4n9cs_e,0.0,0.0,0.0
8422,EX_atvlac_e,0.0,0.0,0.0
8423,EX_caribup_s_e,0.0,0.0,0.0
8424,EX_caribupglu__S_e,0.0,0.0,0.0
8425,EX_crglz_e,0.0,0.0,0.0
8426,EX_crvsm1_e,0.0,0.0,0.0
8427,EX_crvsm23_e,0.0,0.0,0.0
8428,EX_csasulp_e,0.0,0.0,0.0
8429,EX_cysacmp_e,0.0,0.0,0.0
8430,EX_deoxfvs_e,999.9999999999999,256.9450098005628,743.054990199437
8431,EX_desfvs_e,0.0,0.0,0.0
8432,EX_fvstet_e,0.0,0.0,0.0
8433,EX_ibup__S_e,0.0,0.0,0.0
8434,EX_lstn1gluc_e,0.0,0.0,0.0
8435,EX_lstnm2_e,0.0,0.0,0.0
8436,LST4EXPhr,0.0,0.0,0.0
8437,LSTNM7TDhc,0.0,0.0,0.0
8438,LSTNM7hr,0.0,0.0,0.0
8439,LSTNtd,0.0,0.0,0.0
8440,LVSTACIDtu,0.0,0.0,0.0
8441,LVSTACOXD6Hhep,0.0,0.0,0.0
8442,LVSTOXD6METhep,0.0,0.0,0.0
8443,LVSTPGPtu,0.0,0.0,0.0
8444,LVSTtu,0.0,0.0,0.0
8445,MDZGLCtev,0.0,0.0,0.0
8446,MDZtd,0.0,0.0,0.0
8447,MERACMPtep,0.0,0.0,0.0
8448,MHGLZABCt,0.0,0.0,0.0
8449,MHGLZtev,0.0,0.0,0.0
8450,NDERSVteb,0.0,0.0,0.0
8451,NFDACOXDhc,0.0,0.0,0.0
8452,NFDACtep,0.0,0.0,0.0
8453,NFDLAChc,0.0,0.0,0.0
8454,NFDLACtep,0.0,0.0,0.0
8455,OXYPR7tehv,0.0,0.0,0.0
8456,OXYPthc,0.0,0.0,0.0
8457,OXYPtepv,0.0,0.0,0.0
8458,PROFVSCOAhc,0.0,0.0,0.0
8459,PROFVShc,0.0,0.0,0.0
8460,PTVSTLAChc,0.0,0.0,0.0
8461,PTVSTLACtev,0.0,0.0,0.0
8462,PTVSTM3eb,0.0,0.0,0.0
8463,PTVSTM3hc,0.0,0.0,0.0
8464,PTVSThc,0.0,0.0,0.0
8465,PTVSTtu,0.0,0.0,0.0
8466,PVSATPtu,0.0,0.0,0.0
8467,PVSGLUChc,0.0,0.0,0.0
8468,PVSGLUCteb,0.0,0.0,0.0
8469,PVSHtu,0.0,0.0,0.0
8470,PVSOATPtu,0.0,0.0,0.0
8471,NFDACitr,0.0,0.0,0.0
8472,ACMPGLUTitr,0.0,0.0,0.0
8473,NAPQIhr,0.0,0.0,0.0
8474,UDPRIBc,0.0,0.0,0.0
8475,GLYitr,0.0,0.0,0.0
8476,PAPitr,0.0,0.0,0.0
8477,13DMTitr,0.0,0.0,0.0
8478,15DMTitr,0.0,0.0,0.0
8479,ATVACIDitr,0.0,0.0,0.0
8480,ATVLACitr,0.0,0.0,0.0
8481,31DMTitr,0.0,0.0,0.0
8482,AM1CCSitr,0.0,0.0,0.0
8483,LST4EXPitr,0.0,0.0,0.0
8484,RSVitr,0.0,0.0,0.0
8485,TRIPVSitr,0.0,0.0,0.0
8486,SMVACIDitr,0.0,0.0,0.0
8487,PTVSTitr,0.0,0.0,0.0
8488,AM1CSAitr,0.0,0.0,0.0
8489,1A25HVITD2tm,0.0,0.0,0.0
8490,EX_C13856_e,0.0,11.398029243483789,-11.398029243483789
8491,EX_M02956_e,0.0,0.0,0.0
8492,EX_M00241_e,0.0,0.0,0.0
8493,EX_M00003_e,0.0,4.754863318499682,-4.754863318499682
8494,EX_M00010_e,0.0,1.4645899554990467,-1.4645899554990467
8495,EX_M00017_e,0.0,0.009726636999364288,-0.009726636999364288
8496,EX_M00021_e,0.0,0.05486331849968215,-0.05486331849968215
8497,EX_M00260_e,0.0,0.05486331849968215,-0.05486331849968215
8498,EX_M00265_e,0.0,0.05486331849968215,-0.05486331849968215
8499,EX_M01207_e,0.0,0.009726636999364288,-0.009726636999364288
8500,EX_M02613_e,0.0,0.05486331849968215,-0.05486331849968215
8501,EX_M03045_e,0.0,0.15486331849968216,-0.15486331849968216
8502,EX_M03051_e,0.0,0.05486331849968215,-0.05486331849968215
8503,EX_M03153_e,0.0,0.05486331849968215,-0.05486331849968215
8504,EX_M02561_e,0.0,451.36681500317866,-451.36681500317866
8505,EX_M02909_e,0.0,0.0,0.0
8506,EX_M03117_e,0.0,0.0,0.0
8507,EX_M01872_e,0.0,0.0,0.0
8508,EX_hnifedipine_e,0.0,0.0,0.0
8509,EX_M02449_e,0.0,0.0,0.0
8510,EX_M02451_e,0.0,0.0,0.0
8511,EX_adpman_e,0.0,0.0,0.0
8512,FBP26,0.0,0.0,0.0
8513,FCLTm,0.0,0.0,0.0
8514,FCOAH2,0.0,0.0,0.0
8515,FE2tm,0.0,0.0,0.0
8516,FOLR2,0.0,0.0,0.0
8517,FOLt2_1,0.0,0.0,0.0
8518,FPGS3m,0.0,0.0,0.0
8519,FPGS6,0.0,0.0,0.0
8520,FPGS8,0.0,0.0,0.0
8521,FPGS9m,0.0,0.0,0.0
8522,FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
8523,FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
8524,FUCACGALFUCGALACGLCGALGLUSIDEtg,0.0,0.0,0.0
8525,FUCACNGALACGLCGALGLUSIDEtg,0.0,0.0,0.0
8526,FUCASE2e,0.0,0.0,0.0
8527,FUCASEly,0.0,0.0,0.0
8528,FUCFUC12GAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
8529,FUCFUC12GAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
8530,FUCFUCGALACGLCGALGLUSIDEte,0.0,0.0,0.0
8531,FUCFUCGALACGLCGALGLUSIDEtg,0.0,0.0,0.0
8532,FUCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
8533,FUCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
8534,FUCGALFUCGALACGLCGALGLUSIDEte,0.0,0.0,0.0
8535,FUMm,1000.0000000000002,1000.0,2.2737367544323206e-13
8536,FUMSO3tm,0.0,0.0,0.0
8537,FUMTSULtm,0.0,0.0,0.0
8538,FUT11g,0.0,0.0,0.0
8539,FUT12g,0.0,0.0,0.0
8540,FUT14g,0.0,0.0,0.0
8541,FUT17g,0.0,0.0,0.0
8542,FUT18g,0.0,0.0,0.0
8543,FUT33g,0.0,0.0,0.0
8544,FUT34g,0.0,0.0,0.0
8545,FUT35g,0.0,0.0,0.0
8546,G14T18g,0.0,0.0,0.0
8547,G14T19g,0.0,0.0,0.0
8548,G14T3g,0.0,0.0,0.0
8549,G14T4g,0.0,0.0,0.0
8550,G3PD2m,0.0,0.0,0.0
8551,G5SADrm,0.0,0.0,0.0
8552,G6Pter,1.1953533192988098e-14,0.0,1.1953533192988098e-14
8553,GAL3ST11,0.0,0.0,0.0
8554,GAL3ST12,0.0,0.0,0.0
8555,GALASE11ly,0.0,0.0,0.0
8556,GALASE14ly,0.0,0.0,0.0
8557,GALASE18ly,0.0,0.0,0.0
8558,GALASE3ly,0.0,0.0,0.0
8559,GALASE5ly,0.0,0.0,0.0
8560,GALASE6ly,0.0,0.0,0.0
8561,GALC,0.0,0.0,0.0
8562,GALFUC12GAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
8563,GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
8564,GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
8565,GALGALGALTHCRMte,0.0,0.0,0.0
8566,GALGLUSIDEtg,0.0,0.0,0.0
8567,GALGLUSIDEtl,0.0,0.0,0.0
8568,GALGT1,0.0,0.0,0.0
8569,GALGT4,0.0,0.0,0.0
8570,GALNTg,0.0,0.0,0.0
8571,GALOR,0.0,-83.37697546227277,83.37697546227277
8572,GALTg,0.0,0.0,0.0
8573,GAMt1r,0.0,0.0,0.0
8574,GAMYe,0.0,0.0,0.0
8575,GAO1,0.0,0.0,0.0
8576,GAO2,0.0,0.0,0.0
8577,GAO2g,0.0,0.0,0.0
8578,GASNASE3ly,0.0,0.0,0.0
8579,GCALDDm,0.0,0.0,0.0
8580,GCC2am,0.0,0.0,0.0
8581,GCC2bim,0.0,0.0,0.0
8582,GCC2cm,0.0,0.0,0.0
8583,GCCbim,0.0,0.0,0.0
8584,GCCcm,0.0,0.0,0.0
8585,GCHOLAtx,0.0,0.0,0.0
8586,GCNTg,0.0,0.0,0.0
8587,GD1B2tg,0.0,0.0,0.0
8588,GD1Ctg,0.0,0.0,0.0
8589,GDPtg,0.0,0.0,0.0
